Sentence,Party,Sentiment,Overall Sentiment
"From the library, petitioner and the students proceeded to respondent store where they wished to eat lunch.","[[him],[]]","[[0],[]]",0
they knew he had killed his former wife.,"[[he,his],[]]","[[-1,-1],[]]",-1
"Informing Thompson that execution of a search warrant was underway at his home, and that his truck was about to be searched pursuant to [ THOMPSON v. KEOHANE, ___ U.S. ___ (1995) , 3] another warrant, the troopers asked questions that invited a confession.","[[thompson,his_1,his_2],[]]","[[-1,-1,-1],[]]",-1
execution of a search warrant was underway at his home,"[[his],[]]","[[-1],[]]",-1
his truck was about to be searched pursuant,"[[his],[]]","[[-1],[]]",0
"Eventually, Thompson told the troopers he killed Dixie.","[[thompson,he],[]]","[[-1,-1],[]]",-1
"According to the complaint, after the group sat down to eat, a policeman came into the store ""and observed [Miss Adickes] in the company of the Negro students.""","[[thompson],[]]","[[0],[]]",0
he killed Dixie.,"[[he],[]]","[[-1],[]]",-1
"As promised, the troopers permitted Thompson to leave, but impounded his truck.","[[thompson,his],[]]","[[1,1],[]]",-1
the troopers permitted Thompson to leave,"[[thompson],[]]","[[1],[]]",0
"Left without transportation, Thompson accepted the troopers offer of a ride to his friend house.","[[thompson,his],[]]","[[-1,-1],[]]",-1
"Some two hours later, the troopers arrested Thompson and charged him with first-degree murder.","[[thompson,him],[]]","[[-1,-1],[]]",-1
"The Alaska trial court, without holding an evidentiary hearing, denied Thompson motion to suppress his September 15 statements.","[[thompson,his],[]]","[[-1,-1],[]]",-1
"Deciding the motion on the papers submitted, the trial court ruled that Thompson was not ""in custody"" for Miranda purposes, therefore the troopers had no obligation to inform him of his Miranda rights.","[[thompson,him,his],[]]","[[-1,-1,-1],[]]",-1
"Thompson was not ""in custody"" for Miranda purposes","[[thompson],[]]","[[1],[]]",1
the troopers had no obligation to inform him of his Miranda rights.,"[[him,his],[]]","[[-1,-1],[]]",-1
"These features, the court indicated, were key: Thompson arrived at the station in response to a trooper request; two unarmed troopers in plain clothes questioned him; Thompson was told he was free to go at any time; and he was not arrested at the conclusion of the interrogation.","[[thompson,him,he_1,he_2],[]]","[[-1,-1,-1,-1],[]]",-1
petitioner was sitting,"[[thompson],[]]","[[0],[]]",0
"she was a white person ""in the company of Negroes.""","[[thompson],[]]","[[0],[]]",0
he was free to go at any time,"[[he],[]]","[[1],[]]",1
he was not arrested at the conclusion of the interrogation.,"[[he],[]]","[[1],[]]",1
"Although the trial court held that, under the totality of the circumstances, a reasonable person would have felt free to leave, it also observed that the troopers subsequent actions - releasing and shortly thereafter arresting Thompson - rendered the question ""very close.""","[[thompson],[]]","[[-1],[]]",-1
"First, the plaintiff must prove ","[[thompson],[]]","[[0],[]]",0
"After a trial, at which the prosecution played the tape-recorded confession, the jury found Thompson guilty of first-degree murder and tampering with evidence.","[[thompson],[]]","[[-1],[]]",-1
"The Court of Appeals of Alaska affirmed Thompson conviction, concluding, among other things, that the troopers had not placed Thompson ""in custody,"" and therefore had no obligation to give him Miranda warnings.","[[thompson,him],[]]","[[-1,-1],[]]",-1
"the troopers had not placed Thompson ""in custody,""","[[thompson],[]]","[[1],[]]",1
"Thompson filed a petition for a writ of habeas corpus in the United States District Court for the District of [ THOMPSON v. KEOHANE, ___ U.S. ___ (1995) , 6] Alaska.","[[thompson],[]]","[[1],[]]",1
"The District Court denied the writ, according to a presumption of correctness under 28 U.S.C. 2254(d) to the state court conclusion that, when Thompson confessed, he was not yet ""in custody"" for Miranda purposes.","[[thompson,he],[]]","[[-1,-1],[]]",-1
"he was not yet ""in custody"" for Miranda purposes.","[[he],[]]","[[1],[]]",0
"Federal Courts of Appeals disagree on the issue Thompson asks us to resolve: whether state-court ""in custody"" determinations are matters of fact entitled to a presumption of correctness under 28 U.S.C. 2254(d), or mixed questions of law and fact warranting independent review by the federal habeas court.","[[thompson],[]]","[[-1],[]]",-1
petitioner was awaiting service,"[[thompson],[]]","[[0],[]]",0
"Carl Thompson murdered his ex-wife, stabbing her 29 times.","[[thompson,his],[]]","[[-1,-1],[]]",-1
He then wrapped her body in chains and a bedspread and tossed the corpse into a water-filled gravel pit.,"[[he],[]]","[[-1],[]]",-1
"As part of their investigation, police officers in Fairbanks, Alaska, questioned Thompson about his role in the murder, and Thompson confessed.","[[thompson,his],[]]","[[1,1],[]]",-1
"Thompson was repeatedly told that he could leave the interview and was, in fact, permitted to leave at the close of questioning.","[[thompson,he],[]]","[[-1,-1],[]]",-1
petitioner not be served.,"[[thompson],[]]","[[0],[]]",0
"he could leave the interview and was, in fact, permitted to leave at the close of questioning.","[[he],[]]","[[1],[]]",0
"Both courts held that a state court ruling that a defendant was not ""in custody"" for Miranda purposes qualifies as a ""fact"" determination entitled to a presumption of correctness under 28 U.S.C. 2254(d).","[[],[defendant]]","[[],[1]]",1
"a defendant was not ""in custody"" for Miranda purposes","[[],[defendant]]","[[],[1]]",1
"Notably absent from the trial court purview is any first-person vantage on whether a defendant, when interrogated, was so situated as to be ""in custody"" for Miranda purposes.","[[],[defendant]]","[[],[1]]",1
"a defendant, when interrogated, was so situated","[[],[defendant]]","[[],[0]]",0
"Based on Circuit precedent, 4 the court held that ""a state court determination that a defendant was not in custody for purposes of Miranda is a question of fact entitled to the presumption of correctness under 28 U.S.C. 2254(d).","[[],[defendant]]","[[],[1]]",0
a defendant was not in custody for purposes of Miranda,"[[],[defendant]]","[[],[1]]",1
"the trial court does not have a first-person vantage on whether a defendant was ""in custody"" for Miranda purposes.","[[],[defendant]]","[[],[1]]",1
"a defendant was ""in custody"" for Miranda purposes.","[[],[defendant]]","[[],[1]]",1
"In respondent civil damages action in Federal District Court based on his alleged unlawful discharge from employment in the Department of the Air Force, Petitioner, White House aides to former President Nixon, were codefendant with him and were claimed to have participated in the same alleged conspiracy to violate respondent constitutional and statutory rights as was involved in Nixon v. Fitzgerald, ante, p. 731.","[[petitioner,codefendant,respondent],[his]]","[[-1,-1,-1],[1]]",1
"In respondent civil damages action in Federal District Court based on his alleged unlawful discharge from employment in the Department of the Air Force, Petitioner, White House aides to former President Nixon, were codefendant with him and were claimed to have participated in the same alleged conspiracy to violate respondent constitutional and statutory rights  ","[[Petitioner,codefendant],[respondent,his]]","[[-1,-1],[1,1]]",1
"After extensive pretrial discovery, the District Court denied the motions of Petitioner and the former President for summary judgment, holding, inter alia, that Petitioner were not entitled to absolute immunity from suit.","[[Petitioner],[]]","[[-1],[]]",-1
"After extensive pretrial discovery, the District Court denied the motions of Petitioner and the former President for summary judgment, holding, inter alia","[[Petitioner],[]]","[[-1],[]]",-1
Petitioner were not entitled to absolute immunity from suit.,"[[Petitioner],[]]","[[-1],[]]",-1
"Independently of the former President, Petitioner appealed the denial of their immunity defense, but the Court of Appeals dismissed the appeal.","[[Petitioner,their],[]]","[[-1,-1],[]]",-1
Petitioner appealed the denial of their immunity defense,"[[Petitioner,their],[]]","[[1,1],[]]",1
"Under the record in this case, neither petitioner has made the requisite showing for absolute immunity.","[[petitioner],[]]","[[-1],[]]",-1
"However, the possibility that Petitioner, on remand, can satisfy the proper standards is not foreclosed.","[[Petitioner],[]]","[[1],[]]",1
"Petitioner, on remand, can satisfy the proper standards","[[Petitioner],[]]","[[1],[]]",1
Petitioner are entitled to application of the qualified immunity standard that permits the defeat of insubstantial claims without resort to trial.,"[[Petitioner],[]]","[[1],[]]",1
Petitioner are entitled to application of the qualified immunity standard,"[[Petitioner],[]]","[[1],[]]",1
The case is remanded for the District Court reconsideration of the question whether respondent pretrial showings were insufficient to withstand Petitioner motion for summary judgment.,"[[Petitioner],[respondent]]","[[1],[-1]]",0
respondent pretrial showings were insufficient to withstand Petitioner motion for summary judgment.,"[[Petitioner],[respondent]]","[[1],[-1]]",-1
Respondent avers that Petitioner entered the conspiracy in their capacities as senior White House aides to former President Richard M. Nixon.,"[[Petitioner,their],[respondent]]","[[1,1],[-1]]",1
Petitioner entered the conspiracy in their capacities as senior White House aides to former President Richard M. Nixon.,"[[petitioner],[]]","[[-1],[]]",-1
Respondent claims that Harlow joined the conspiracy in his role as the Presidential aide principally responsible for congressional relations.,"[[Harlow,his],[respondent]]","[[-1,-1],[1]]",-1
Harlow joined the conspiracy in his role as the Presidential aide principally responsible for congressional relations.,"[[Harlow,his],[]]","[[-1,-1],[]]",-1
As evidence of Harlow conspiratorial activity respondent relies heavily on a series of conversations in which Harlow discussed Fitzgerald dismissal with Air Force Secretary Robert Seamans.,"[[Harlow],[Fitzgerald]]","[[-1],[0]]",-1
Harlow discussed Fitzgerald dismissal with Air Force Secretary Robert Seamans.,"[[Harlow],[Fitzgerald]]","[[-1],[0]]",-1
